"vxo","gdp","consumption","investment","hrsworked","gdpdefl","m2money"
3.46124906075238,1.00731014050039,0.73116732288073,0.27613370689429,0.326769287778035,1.00423249919031,1.00978581887354
2.67843471737788,1.0080764268887,0.731657277753394,0.27641677759641,0.327287372013673,1.00449843329794,1.01046582971382
1.89014447443909,1.00999982150781,0.732353189058204,0.27764144079837,0.327753984483072,1.00465375583658,1.01093367163249
2.37908350172753,1.01063229208371,0.733752646816909,0.276867025718155,0.327310796461701,1.00461747924266,1.01061583331988
2.60116801902451,1.01051245762054,0.734317692725568,0.27618764185187,0.327111532955207,1.00463190024213,1.01048656341249
1.99535755815771,1.01087193417525,0.734547783552267,0.276321017431289,0.327479212761528,1.00482800716104,1.01088101773844
2.48783426025643,1.00893630428816,0.733592196981196,0.275342878802663,0.32755093373579,1.00493995104253,1.01058713964493
2.70791511407144,1.00741202111405,0.733304192277537,0.274103322541654,0.327104916565468,1.004789650776,1.01044190898196
3.80231009296475,1.00284689395173,0.731434791290953,0.271411153729464,0.326363308747804,1.00457512565621,1.00950345090509
2.81380422152136,1.00211720919096,0.735363608997869,0.266752136016113,0.32538212100528,1.00474324672351,1.01053231018813
3.13343617196027,1.00265330255759,0.735414922231007,0.267225700369849,0.324847865437734,1.00437234045756,1.01022679942642
2.80339277871423,1.0056387268178,0.73517625459831,0.270437657796803,0.325216114485998,1.00417505642588,1.01042199087085
3.06165830218433,1.00566144681172,0.736866504781433,0.268789628069832,0.325093202631075,1.00446448204564,1.01026227277047
2.44789299249176,1.00736619459221,0.735971063805791,0.271388736807085,0.325860003171902,1.00451853751197,1.01068385091927
2.65330885709897,1.0088424034215,0.736774594505108,0.272057708773509,0.32572513099093,1.00443364226794,1.01050810300192
3.00005003393869,1.0085099764848,0.736115281589997,0.272390076062221,0.325915435691982,1.00448832899589,1.0102266192933
2.17930406454686,1.01026874539419,0.737987626476653,0.272275659231576,0.325926749034185,1.00460538866758,1.01082577936122
2.35517824480189,1.01164762710014,0.738157260674209,0.27347708770234,0.326010927613877,1.00454533027567,1.01065701150776
2.82832108419587,1.01109426833855,0.737605000144778,0.273482658629908,0.32608308190916,1.00457928994364,1.01031938738547
2.47061390698104,1.01368402886079,0.734370983194735,0.279284953529734,0.327112606757995,1.0042381644589,1.01043472977795
1.84728019719478,1.01785952381303,0.735133273056067,0.282686217021179,0.327661950084919,1.00421306077777,1.01071400476389
2.21003761356123,1.01885391965528,0.734802588485788,0.284032277348624,0.32833618976629,1.00448068930292,1.0104815790877
2.9730968079845,1.01663250319912,0.73331475873555,0.28330975432787,0.328429758675772,1.00455321774807,1.00994636033265
2.73785891305951,1.01611613838621,0.73337363295009,0.282730187738396,0.328204192342731,1.00445541119683,1.01014105567064
3.58012140348884,1.01279026403395,0.734107158687635,0.278678271556049,0.327142953818554,1.00439428898808,1.00948278726555
3.13478343202409,1.00895469132394,0.739886859506613,0.269068024526116,0.325421801991688,1.00488823291914,1.01013166595765
4.06690701717277,1.00384242716652,0.734271915874097,0.269570477337405,0.325405551380847,1.00442883450979,1.00917557460488
3.63232397482609,1.00105875732017,0.737102226023654,0.26395608429251,0.324197603051534,1.00451411426695,1.0097743120233
2.50030071591662,1.00498281410615,0.73383975101912,0.271127297164201,0.325591789665624,1.00415883646873,1.0105880781912
2.8728717235653,1.00636011701663,0.73532909983507,0.271027937065649,0.325584288576599,1.00431863329707,1.01031568906651
3.0551325458341,1.00683526634721,0.734017580755321,0.272811367814099,0.326050796417555,1.00430553595164,1.01011412447856
2.51132289551498,1.00866579359642,0.733841679778744,0.274814224453418,0.3266274867747,1.00437293393628,1.0104897841087
3.69802547310349,1.00655746433274,0.732730017089885,0.273822564913448,0.32619625125915,1.00422270134699,1.00946743132938
2.78415517419402,1.00823932367761,0.734361048332283,0.273867985416134,0.326194570440017,1.00426420895161,1.01029523087131
2.24189043935517,1.01043919354974,0.736641706233973,0.27378923523468,0.326225039463773,1.00444583391148,1.01067427762702
2.09923949569769,1.01191898049806,0.737424443529242,0.274495319716193,0.326504152051174,1.00459387849634,1.01075349370977
2.13404379761218,1.01316073727066,0.737766349653965,0.27540165215476,0.326643135695386,1.00459907053637,1.01071339169247
2.42876081366131,1.01208867699846,0.736780924427703,0.275315339275664,0.327017965589819,1.00478200286516,1.0105240301752
2.55129439330647,1.01069845564305,0.736066763414779,0.274632034061351,0.326954346951688,1.00476549782887,1.01043334246242
2.97933740670249,1.00880434407166,0.734313924400943,0.274481937898976,0.326845865241046,1.00459648309224,1.01007454472025
2.52694985559528,1.00672192178355,0.735159415487309,0.27156419915426,0.326744327887138,1.00491522513428,1.01052005876572
2.44955412960191,1.00530802099121,0.735552456734191,0.269762489852242,0.326347465060327,1.00489326453681,1.01062132192025
2.31583097233141,1.00530986746163,0.736336227477122,0.268969237922806,0.325900590636268,1.00475189104598,1.01069228604691
2.01886066124991,1.00614898706936,0.736939118046402,0.269209426452751,0.325914063870173,1.0047587562862,1.01087245742643
2.13281825145129,1.00601961858786,0.736972982997719,0.269044653515228,0.32599609867429,1.00484074465922,1.01079998508603
3.32086284993647,1.0029564885834,0.735268557657606,0.267683528151981,0.325507490398616,1.00463835899477,1.00990093708531
3.32423263960255,1.00048740599855,0.736897826544678,0.263587402913488,0.324498804029142,1.00461783763975,1.00999005495151
3.05181020868268,0.999469112394218,0.737272427364059,0.262194905428533,0.324216329098094,1.00460919547272,1.01027048858653
3.16941323693999,0.996715497092361,0.739556301428459,0.257164643174464,0.3233616657717,1.00486522747849,1.01030536518988
3.93762969494107,0.992361591757818,0.736355489693687,0.256011434815833,0.323014804582019,1.00458728486636,1.00956178625204
3.4470375183985,0.990553537369123,0.735508159793783,0.255051800225131,0.32306594524444,1.00461103210824,1.01011185799258
3.62414972040901,0.988692011927957,0.736449187844289,0.252246890353991,0.322277967461028,1.00453502699605,1.00998642921281
3.27317933794627,0.987743354428782,0.738967395038514,0.248779149689089,0.321596972350644,1.00469226757618,1.01040740945095
1.91967429868642,0.991357298821402,0.738009035095233,0.253345444603892,0.322682533545819,1.00466310613197,1.01128939302784
1.01980390271856,0.995506583114508,0.737303503224732,0.258211836133566,0.323949758680356,1.00479172645775,1.01159297256533
3.08033752665979,0.997343875700258,0.732441590312039,0.264919156923395,0.324741233665736,1.00419608016212,1.0102321560729
2.83727017742506,0.998969069682331,0.734333427049748,0.264648251181024,0.32473143511648,1.00436091192912,1.01043504941937
3.41518042579693,0.998796522428355,0.733129674995279,0.265668945035113,0.324811060495479,1.00423799076002,1.00988356197111
3.32493921766591,1.00040022812989,0.731785818663033,0.268602595689609,0.325188696204822,1.00400233367241,1.00988601597925
2.53284581168944,1.00114007681743,0.736524518121912,0.264622988423341,0.324879340470204,1.00462298535999,1.01064634463655
3.08679852560394,1.00041591447485,0.735875680699053,0.26454701249199,0.324726531535112,1.00452075229867,1.0101961256518
4.57911319951738,0.994459531048713,0.731117389461437,0.263350941988898,0.324330436248507,1.00417035320877,1.00860933661137
4.23264796010152,0.986234821969178,0.740498091054254,0.245724935195853,0.321208655171173,1.00504045777362,1.00945391154624
4.3427249815452,0.982167567480493,0.737461285803625,0.244708141984121,0.320402482091991,1.00439666902027,1.00932829560971
4.31897888237647,0.98487224316635,0.727624457192348,0.257236242125502,0.322388356972456,1.00331669079963,1.00907981227444
4.69251009686286,0.981208636782677,0.730958177847707,0.250257523197602,0.321572935099179,1.00398252309183,1.0087872891922
4.11558624295294,0.97680518450795,0.738984125396169,0.237812854343878,0.31948424087821,1.00475758573443,1.00979774546615
3.97724022753657,0.976279808514599,0.734661984786466,0.241621172540162,0.320049973625016,1.00428039424575,1.00986992298842
3.40063765429584,0.978226965948917,0.737378443937415,0.240849369059482,0.319744903384445,1.00434841774856,1.01047619274292
2.75048055190735,0.981388495870695,0.738587989092504,0.242801616552782,0.320319423834002,1.00453656204392,1.01100675193487
3.39302213057137,0.981728884570877,0.736785257168545,0.244945800101294,0.320828782102894,1.00452087570672,1.01041207831351
3.49712502233843,0.982001738086063,0.73866715121111,0.243335688365921,0.320202671447684,1.00448372137993,1.01034410671835
3.96141613329516,0.981015516636994,0.736796495284819,0.244220713640412,0.32027650810335,1.00432509876842,1.00985013814621
3.22313324837816,0.980977823800712,0.74069528612739,0.240284225708688,0.319821416906288,1.00477291285734,1.01071307458506
3.49088314264113,0.980105513107243,0.739061539024426,0.241047024300795,0.320037118093902,1.00471695424879,1.01046008187398
